K.,Chuck Norris,GuerrillaRadio,Borg,TisGoodToBeTheKing,Calvin,She Who Must Be Obeyed,
7.092213722184027,5.87693682629609,19.606306093621654,9.273651277410252,16.361475074196623,11.432669166009905,7.713773572075295,
7.092213722184027,5.87693682629609,19.606306093621654,9.273651277410252,16.361475074196623,11.432669166009905,7.713773572075295,
10.670277883059217,5.885837607507883,20.144982570346258,18.549825792673932,13.617619521395781,10.013781528015048,10.494485894133932,
8.91032503557836,6.020733789621378,11.221185639527972,17.96243481508808,25.894519990092608,12.322990185639124,9.457305881146752,
11.950878592433533,6.391851222799193,17.54467572743922,15.713276941476881,32.564600733577755,12.583352855919335,12.575083179857227,
8.667965851946256,4.862048354257881,9.356053785588347,21.86992080456467,40.99149893394397,11.488905519758513,9.828284169050203,
12.681118596275482,5.030431470407611,14.826062219210181,26.587527506338752,51.12538588669585,10.35141151538797,9.725489143302983,
12.681118596275482,5.030431470407611,14.826062219210181,26.587527506338752,51.12538588669585,10.35141151538797,9.725489143302983,
11.127596982412932,7.691378537265455,14.00919259916639,38.474270131981484,35.11935793411107,10.201907576963016,10.39601874370022,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,
7.820469947582319,11.844096119672319,15.933500628785161,27.040897634527578,24.373615148085662,13.346086447208444,10.722269970022552,
7.820469947582319,11.844096119672319,15.933500628785161,27.040897634527578,24.373615148085662,13.346086447208444,10.722269970022552,
11.280532858986607,7.633563301871041,22.064891874403724,32.36694902588131,35.545128147528665,11.95823990089371,8.523425040389158,
10.241534320736704,9.98349370398871,36.19405877149731,41.11731323749098,40.279482197779714,11.23862193703258,11.289444087212555,
14.44140382373492,9.716717579760582,42.88505467447581,41.87579705624863,48.53017215023306,11.573379071485922,9.51226160567346,
13.499698369592235,8.021590569091776,53.58261203083276,28.430515069446187,64.7208305811589,14.589888409891946,10.021937204876364,
12.128223051639402,6.8014680981457225,72.31984679370235,27.13701971768819,59.11858938631624,11.857791655454962,10.87744237375874,
12.128223051639402,6.8014680981457225,72.31984679370235,27.13701971768819,59.11858938631624,11.857791655454962,10.87744237375874,
9.28249525593133,9.714867790260726,73.18809088002591,27.265753161384573,65.83567824544984,11.306374265697222,9.319155688371685,
15.844882985194634,5.729043241079635,28.865452503172683,33.25828545344727,66.49952009008088,13.144794706208591,10.927502034273868,
10.635860533575446,9.912847906802302,17.182021984028808,40.206025042893714,63.90963952940569,14.972332491972669,11.136939855847505,
10.339123405844374,9.335674129889547,18.959241853220494,26.082040221278188,75.83260227614498,10.086704142390005,11.262473759575524,
10.339123405844374,9.335674129889547,18.959241853220494,26.082040221278188,75.83260227614498,10.086704142390005,11.262473759575524,
10.545946494606925,8.95407775396885,20.75885823840374,31.128198565545713,83.32529299271981,10.38997596509328,10.292937220666351,
9.045982810596747,8.099306612836852,23.42447744896406,39.546034409629335,84.55046769145525,9.76925065383538,12.402509981391526,
10.886696216758308,10.95501200817918,31.335560590103274,43.682753472226516,95.40890629279171,11.71287357428526,10.674856508737154,
8.111106798385926,11.437467421360736,18.103500367764607,23.26176857076657,83.79658611222048,10.648838641360156,12.365083491186152,
10.495839499432082,7.900478454936695,13.828587547079554,23.74997529391422,102.98437984074333,14.072272999729297,13.117223278367717,
9.794844891214957,8.428198201055029,12.154823931521646,28.656094426598514,107.25154366172133,9.899753627494324,11.817284155213411,
9.794844891214957,8.428198201055029,12.154823931521646,28.656094426598514,107.25154366172133,9.899753627494324,11.817284155213411,
11.63711861848044,10.899975330818915,14.383104549344722,38.21324444355682,110.30771622722555,10.36359894477599,12.632844191976405,
12.542123298548058,9.520721550480284,21.300391486141255,47.87681437021571,121.31458997742115,14.209642457584772,12.047850560015501,
12.542123298548058,9.520721550480284,21.300391486141255,47.87681437021571,121.31458997742115,14.209642457584772,12.047850560015501,
12.827208459989816,10.488334094888828,25.415572803769795,58.97196334726704,149.81961880031554,8.94041989498632,13.652860620604043,
12.827208459989816,10.488334094888828,25.415572803769795,58.97196334726704,149.81961880031554,8.94041989498632,13.652860620604043,
8.65581937337693,8.841207967825294,39.99463016673866,53.497148926922144,166.11009954749383,13.714741097449263,10.727284031460401,
6.500577095049668,10.30670717478722,50.8169762469803,59.74319778886203,148.8729963600117,12.681894709455205,14.112519320524576,
13.41609520167761,11.380695668948599,45.30714662341785,72.46917109141329,150.06117642131377,12.265843859755496,12.963576335989853,
9.969506547090583,10.808921046579702,58.90015913029777,71.72085662071443,147.9607793464327,9.610892004551104,13.685964125796447,
9.969506547090583,10.808921046579702,58.90015913029777,71.72085662071443,147.9607793464327,9.610892004551104,13.685964125796447,
11.077079148713382,11.860319093719454,35.94981530634328,71.08452667709868,157.60505987746598,10.456469447971772,11.507936821504392,
7.985801326544119,11.444559887178158,39.06323394808091,84.1046287840368,179.3229008165658,10.349217613167191,12.944961224801343,
7.985801326544119,11.444559887178158,39.06323394808091,84.1046287840368,179.3229008165658,10.349217613167191,12.944961224801343,
11.49591645679839,17.295570749685204,48.95891405194348,54.594891694171835,192.10508155871216,10.846941545067684,13.608390505671418,
14.910044456285231,8.770288317176155,41.082573633565374,35.141432267036066,180.25937339880844,11.514426561383948,12.622538034794793,
13.63962895747281,12.332596874474085,32.29032185337255,36.23157525224067,170.4109362256289,16.61709963763764,13.595449138881095,
13.396986222186609,8.52153092852063,45.51250012244909,28.60578726258967,186.04302325211998,11.922406523219676,12.040843138247588,
13.644527886747715,6.866080726672265,69.29771520035229,22.341613131092767,183.00614349297996,12.257986199283181,13.269379838949881,
11.05931692859287,8.349842485543839,77.70710368331164,24.99462892012898,189.489809848697,13.790285256482518,12.599194548530525,
11.05931692859287,8.349842485543839,77.70710368331164,24.99462892012898,189.489809848697,13.790285256482518,12.599194548530525,
11.904821575354948,7.938302726640895,82.74395219057183,26.569477728361374,199.90107322853166,13.541418872613836,11.55462772974949,
13.807514987196155,13.249077424874418,65.97375020647794,31.891713808089452,195.8988778066128,11.430025991450615,13.661980902958774,
14.091182369774911,8.92404328204958,78.4511006394686,34.1854828383084,202.8315014909738,14.466476330373592,12.76127595253424,
14.091182369774911,8.92404328204958,78.4511006394686,34.1854828383084,202.8315014909738,14.466476330373592,12.76127595253424,
9.08065149701294,13.579582219657075,81.88259546605707,34.78790683906481,208.53507544121513,10.051262160880965,13.889077954672823,
9.579247812647175,11.278562230051447,84.64724279791653,40.85602089496177,216.42235823147038,10.019270041362894,11.875096635473383,
12.259196228525417,10.846695667013657,19.97494120252682,63.493042102777196,243.421945657055,13.30204814936539,13.411094021646432,
12.259196228525417,10.846695667013657,19.97494120252682,63.493042102777196,243.421945657055,13.30204814936539,13.411094021646432,
11.532786999997638,9.957216833807285,17.136527188905724,67.50717728438802,228.09668477947162,12.552946240080999,13.664887239400358,
13.250438089574706,12.93463482238774,17.967954175982566,67.28604407616167,229.40867214326502,13.540815842104223,12.945854948202694,
13.377295028783395,9.575650258094312,25.17838635831941,63.64827241406986,261.7462187946645,15.342927483823239,12.899823258272946,
13.377295028783395,9.575650258094312,25.17838635831941,63.64827241406986,261.7462187946645,15.342927483823239,12.899823258272946,
12.183731712997355,12.876970431311227,12.783594289607073,59.506385724429606,256.7790040347227,12.732539451125675,12.880544051255768,
10.120923278646428,10.791652762926152,15.009910228005026,58.29183504712762,250.6540983903132,12.565594555622258,13.424719123203552,
12.271864909532129,8.969665141324393,21.851938715224275,72.83813237064324,248.53830131446557,11.458842231753247,13.222418980822075,
12.367685939464751,10.81896035595329,14.300384600886652,83.63640299885246,256.0784222553284,12.410751110433685,13.526598828254423,
11.52069780281317,11.643957785181865,19.238785438317198,85.79361871793697,270.7457997511648,12.084378088707975,13.165688016872418,
13.198986828585689,12.767452142914449,13.208057980722632,89.59574021994484,282.7903157273184,11.623938544205489,13.56746316381783,
10.714606432062384,9.6783239732972,14.900799317366138,94.24864665583851,284.7188055100757,12.831225972093993,13.032498692154524,
12.762647335485562,9.215733808911256,11.562576708863205,105.23634169532018,299.86727320265277,8.935291104168169,13.612982561841074,
12.762647335485562,9.215733808911256,11.562576708863205,105.23634169532018,299.86727320265277,8.935291104168169,13.612982561841074,
8.894332493160066,10.456509144111982,16.02471446053139,114.55966240758502,311.38248579365865,11.838930317928076,13.006817856139868,
9.278130852782297,10.685055007227788,28.769566293104997,137.46845113140006,334.2886953668341,9.542839809094183,13.027468756793155,
9.278130852782297,10.685055007227788,28.769566293104997,137.46845113140006,334.2886953668341,9.542839809094183,13.027468756793155,
10.00523968721506,7.228093179917046,23.984089688559546,155.67487791362902,298.6574964297305,12.769185966695742,13.531656698422207,
11.354905121811084,7.922986456656327,28.25917601053467,93.29318290160117,297.64787371819335,9.545644924254871,13.646278217451941,
11.354905121811084,7.922986456656327,28.25917601053467,93.29318290160117,297.64787371819335,9.545644924254871,13.646278217451941,
11.829986113937384,8.452921955028469,49.493191757249285,97.80802089788253,303.0115843448562,15.602560584795757,12.882920003229575,
14.279750429018076,12.019703609747186,62.024047936907564,103.78314476797951,306.88195003808846,13.18442978922915,13.429838173741928,
13.242887877750285,12.657485891626228,51.622137784900275,137.23903277405074,319.9565819431946,14.438002509695403,12.061404784620228,
13.242887877750285,12.657485891626228,51.622137784900275,137.23903277405074,319.9565819431946,14.438002509695403,12.061404784620228,
13.865079588112248,11.450926972947418,52.8414713300831,155.50612074710475,319.1830015384492,17.477291721073748,11.59400825231632,
13.563373220965396,12.008082537906116,64.36043933695274,172.76983153765073,341.69526513272814,13.79521769686337,13.363185490509585,
13.563373220965396,12.008082537906116,64.36043933695274,172.76983153765073,341.69526513272814,13.79521769686337,13.363185490509585,
